TRIP
DATE 2005-07-01 
DECLINATION     0.00
DATA
-52.825	0.260
-52.825	0.240
-52.785	0.210
-52.745	0.210
-52.725	0.270
-52.725	0.300
-52.735	0.320
-52.715	0.310
-52.695	0.320
-52.565	0.290
POLYLINE BLACK
-52.705	3.100
-52.725	3.100
-52.755	3.140
-52.785	3.250
-52.775	3.320
-52.665	3.490
-52.515	3.690
-52.475	3.750
-52.425	3.860
-52.425	3.900
POLYLINE BLACK
-54.065	3.290
-54.005	3.390
-53.975	3.520
-53.975	3.650
-53.965	3.690
-53.965	3.730
-53.955	3.770
POLYLINE BLACK
-54.285	3.110
-54.215	3.180
-54.155	3.260
-54.105	3.300
POLYLINE BLACK
-52.335	1.370
-52.435	1.370
-52.455	1.390
-52.475	1.390
-52.545	1.510
-52.555	1.560
-52.565	1.600
-52.565	1.670
-52.585	1.840
-52.585	2.080
-52.575	2.120
-52.565	2.200
-52.565	2.280
-52.555	2.350
-52.545	2.440
-52.535	2.480
-52.535	2.560
-52.545	2.610
-52.545	2.670
-52.555	2.730
-52.565	2.790
-52.595	2.830
-52.605	2.870
-52.645	2.930
-52.665	2.980
-52.735	3.080
-52.775	3.090
-52.785	3.110
POLYLINE BLACK
-53.155	1.780
POLYLINE BLACK
-53.485	0.820
-53.525	0.810
-53.545	0.820
-53.595	0.810
-53.615	0.820
-53.635	0.810
-53.695	0.830
-53.735	0.840
-53.805	0.850
-53.945	0.900
-54.095	1.010
-54.245	1.180
-54.275	1.210
-54.415	1.540
-54.485	1.780
-54.545	2.030
-54.545	2.060
-54.555	2.100
-54.565	2.210
-54.575	2.260
-54.575	2.350
-54.565	2.400
-54.565	2.540
-54.555	2.590
-54.555	2.640
-54.545	2.690
-54.545	2.740
-54.465	2.960
-54.395	3.050
-54.355	3.090
-54.345	3.110
POLYLINE BLACK
-50.725	1.430
-50.745	1.420
-50.885	1.410
-51.075	1.440
-51.165	1.440
-51.235	1.450
-51.295	1.460
-51.335	1.450
-51.385	1.450
-51.425	1.460
-51.475	1.460
-51.515	1.470
-51.615	1.460
-51.735	1.440
-51.785	1.440
-52.035	1.390
-52.125	1.390
-52.165	1.380
-52.305	1.360
-52.375	1.340
-52.435	1.360
-52.495	1.370
-52.505	1.390
POLYLINE BLACK
-50.575	1.420
-50.575	1.400
-50.795	1.360
-50.865	1.360
-50.905	1.370
-50.925	1.370
-50.945	1.390
-50.995	1.380
-51.035	1.390
-51.125	1.410
-51.165	1.400
-51.205	1.400
-51.245	1.410
-51.375	1.410
-51.395	1.420
POLYLINE BLACK
-51.025	0.250
-51.105	0.300
-51.245	0.370
-51.395	0.410
-51.615	0.490
-51.755	0.550
-51.775	0.550
-51.855	0.600
-51.905	0.600
-51.945	0.630
-52.035	0.650
-52.155	0.690
-52.265	0.690
-52.365	0.710
-52.535	0.720
-52.555	0.730
-52.625	0.730
-52.715	0.740
-52.755	0.750
-52.775	0.740
-52.855	0.760
-52.915	0.770
-52.965	0.760
-53.025	0.780
-53.045	0.770
-53.085	0.790
-53.105	0.780
-53.145	0.800
-53.215	0.790
-53.295	0.810
-53.375	0.810
-53.395	0.820
-53.415	0.810
-53.435	0.820
-53.455	0.810
-53.515	0.830
-53.535	0.820
-53.555	0.830
-53.565	0.810
POLYLINE BLACK
-52.655	0.910
POLYLINE BLACK
-49.875	1.850
-49.895	1.810
-49.935	1.810
-50.095	1.690
-50.115	1.630
-50.155	1.630
-50.195	1.590
-50.235	1.590
-50.355	1.470
-50.435	1.410
-50.515	1.410
-50.695	1.310
-50.735	1.310
POLYLINE BLACK
-51.135	0.050
-51.135	0.010
-51.015	0.170
-51.015	0.210
POLYLINE BLACK
-51.515	-0.330
-51.515	-0.370
-51.455	-0.370
-51.175	-0.090
-51.155	-0.030
-51.115	-0.030
-51.075	0.050
-51.035	0.070
POLYLINE BLUE
-55.315	-2.390
-54.910	-2.405
-54.505	-2.435
-54.220	-2.510
POLYLINE BLUE
-55.225	-4.385
-55.015	-4.385
-53.875	-4.280
-53.815	-4.265
POLYLINE BLUE
-54.805	-5.420
-54.550	-5.315
-54.220	-5.135
-53.725	-4.940
-53.575	-4.910
POLYLINE BLUE
-54.625	-7.115
-54.565	-7.070
-54.415	-7.010
-54.160	-6.860
-53.590	-6.440
POLYLINE BLUE
-53.920	-7.865
-53.890	-7.865
-53.725	-7.775
-53.050	-7.220
-53.005	-7.190
POLYLINE BLUE
-52.540	-7.970
-52.540	-8.045
-52.660	-8.510
-52.630	-8.525
-52.585	-8.525
-52.495	-8.495
-52.450	-8.495
-52.360	-8.465
-52.240	-8.465
POLYLINE BLUE
-51.685	-7.790
-51.715	-7.790
-51.880	-7.940
-51.970	-8.000
-52.360	-8.180
-52.495	-8.225
-52.540	-8.285
POLYLINE BLUE
-50.335	-7.610
-50.335	-7.730
-50.320	-7.805
-50.320	-7.895
-50.305	-7.925
-50.305	-7.970
-50.320	-7.865
-50.320	-7.715
-50.290	-7.550
-50.215	-7.430
-50.185	-7.415
-50.155	-7.430
-50.110	-7.520
-50.110	-7.550
-50.095	-7.580
-50.110	-7.640
-50.215	-7.715
-50.290	-7.730
POLYLINE BLUE
-50.890	-7.760
-50.890	-7.970
-50.860	-7.895
-50.860	-7.835
-50.785	-7.625
-50.695	-7.760
-50.680	-7.805
-50.620	-7.895
-50.575	-7.835
-50.530	-7.715
-50.500	-7.670
-50.455	-7.820
-50.455	-7.865
-50.440	-7.895
-50.440	-7.940
POLYLINE BLUE
-51.355	-7.655
-51.370	-7.685
-51.370	-7.775
-51.385	-7.850
-51.385	-7.895
-51.355	-7.985
-51.325	-8.015
-51.280	-8.015
-51.190	-7.955
-51.100	-7.775
-51.040	-7.625
-51.040	-7.730
-51.025	-7.820
-50.995	-7.955
-50.965	-8.060
POLYLINE BLUE
-51.445	-7.505
-51.505	-7.505
-51.580	-7.490
-51.655	-7.550
-51.700	-7.640
-51.700	-7.685
-51.685	-7.730
-51.595	-7.805
-51.490	-7.895
-51.445	-7.970
-51.445	-8.000
-51.490	-8.060
-51.520	-8.075
-51.580	-8.060
POLYLINE BLACK
-52.840	-6.965
-52.750	-7.085
-52.660	-7.235
-52.585	-7.325
-52.570	-7.370
-52.450	-7.535
-52.405	-7.595
-52.360	-7.700
-52.270	-7.805
-52.255	-7.850
-52.210	-7.910
-52.150	-7.955
-52.030	-8.105
-51.970	-8.195
-51.895	-8.360
-51.895	-8.390
-51.865	-8.510
-51.865	-8.660
-51.955	-8.855
-52.105	-8.990
-52.150	-8.990
-52.255	-9.020
-52.420	-9.020
-52.510	-9.050
-52.540	-9.035
-52.585	-9.050
-52.615	-9.035
-52.705	-9.035
-52.765	-9.020
-52.930	-9.020
-53.035	-8.990
-53.080	-8.990
-53.155	-8.930
-53.380	-8.825
-53.560	-8.675
-53.605	-8.615
-53.815	-8.420
-53.830	-8.390
-53.875	-8.360
